SalesOrderID,SalesOrderDetailID,CarrierTrackingNumber,OrderQty,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal
43663,52,1E90-4FBF-B6,1,760,1,419.46,0,419.46
43664,53,2F44-4BA1-BB,1,772,1,2039.99,0,2039.99
43664,54,2F44-4BA1-BB,4,775,1,2024.99,0,8099.96
43664,55,2F44-4BA1-BB,1,714,1,28.84,0,28.84
43664,56,2F44-4BA1-BB,1,716,1,28.84,0,28.84
43664,57,2F44-4BA1-BB,2,777,1,2024.99,0,4049.98
43664,58,2F44-4BA1-BB,3,771,1,2039.99,0,6119.97
43664,59,2F44-4BA1-BB,1,773,1,2039.99,0,2039.99
43664,60,2F44-4BA1-BB,1,778,1,2024.99,0,2024.99
43665,61,19F0-4638-8E,2,711,1,20.19,0,40.38
43665,62,19F0-4638-8E,1,773,1,2039.99,0,2039.99
43665,63,19F0-4638-8E,1,707,1,20.19,0,20.19
43665,64,19F0-4638-8E,2,715,1,28.84,0,57.68
43665,65,19F0-4638-8E,2,777,1,2024.99,0,4049.98
43665,66,19F0-4638-8E,2,712,1,5.19,0,10.38
43665,67,19F0-4638-8E,2,775,1,2024.99,0,4049.98
43665,68,19F0-4638-8E,1,778,1,2024.99,0,2024.99
43665,69,19F0-4638-8E,6,709,1,5.7,0,34.2
43665,70,19F0-4638-8E,1,776,1,2024.99,0,2024.99
43666,71,D46A-40CA-8D,1,764,1,419.46,0,419.46
43666,72,D46A-40CA-8D,1,753,1,2146.96,0,2146.96
43666,73,D46A-40CA-8D,1,732,1,356.9,0,356.9
43666,74,D46A-40CA-8D,1,756,1,874.79,0,874.79
43666,75,D46A-40CA-8D,2,768,1,419.46,0,838.92
43666,76,D46A-40CA-8D,1,766,1,419.46,0,419.46
43667,77,4DFB-4B10-A6,3,710,1,5.7,0,17.1
43667,78,4DFB-4B10-A6,1,773,1,2039.99,0,2039.99
43667,79,4DFB-4B10-A6,1,778,1,2024.99,0,2024.99
43667,80,4DFB-4B10-A6,1,775,1,2024.99,0,2024.99
43668,81,365D-4C9A-BE,3,756,1,874.79,0,2624.37
43668,82,365D-4C9A-BE,2,753,1,2146.96,0,4293.92
43668,83,365D-4C9A-BE,7,760,1,419.46,0,2936.22
43668,84,365D-4C9A-BE,6,765,1,419.46,0,2516.76
43668,85,365D-4C9A-BE,6,715,1,28.84,0,173.04
43668,86,365D-4C9A-BE,6,730,1,183.94,0,1103.64
43668,87,365D-4C9A-BE,2,707,1,20.19,0,40.38
43668,88,365D-4C9A-BE,2,711,1,20.19,0,40.38
43668,89,365D-4C9A-BE,2,754,1,874.79,0,1749.58
43668,90,365D-4C9A-BE,4,712,1,5.19,0,20.76
43668,91,365D-4C9A-BE,2,729,1,183.94,0,367.88
43668,92,365D-4C9A-BE,3,755,1,874.79,0,2624.37
43668,93,365D-4C9A-BE,3,761,1,419.46,0,1258.38
43668,94,365D-4C9A-BE,2,770,1,419.46,0,838.92
43668,95,365D-4C9A-BE,3,726,1,183.94,0,551.82
43668,96,365D-4C9A-BE,2,764,1,419.46,0,838.92
43668,97,365D-4C9A-BE,2,766,1,419.46,0,838.92
43668,98,365D-4C9A-BE,2,725,1,183.94,0,367.88
43668,99,365D-4C9A-BE,1,716,1,28.84,0,28.84
43668,100,365D-4C9A-BE,2,768,1,419.46,0,838.92
43668,101,365D-4C9A-BE,4,732,1,356.9,0,1427.6
43668,102,365D-4C9A-BE,6,758,1,874.79,0,5248.74
43668,103,365D-4C9A-BE,4,762,1,419.46,0,1677.84
43668,104,365D-4C9A-BE,3,738,1,178.58,0,535.74
43668,105,365D-4C9A-BE,4,714,1,28.84,0,115.36
43668,106,365D-4C9A-BE,3,722,1,178.58,0,535.74
43668,107,365D-4C9A-BE,1,708,1,20.19,0,20.19
43668,108,365D-4C9A-BE,3,733,1,356.9,0,1070.7
43668,109,365D-4C9A-BE,3,763,1,419.46,0,1258.38
43669,110,B65C-4867-86,1,747,1,714.7,0,714.7
43670,111,F101-4649-85,1,710,1,5.7,0,5.7
43670,112,F101-4649-85,2,709,1,5.7,0,11.4
43670,113,F101-4649-85,2,773,1,2039.99,0,4079.98
43670,114,F101-4649-85,1,776,1,2024.99,0,2024.99
43671,115,DFD9-41B7-94,1,753,1,2146.96,0,2146.96
43671,116,DFD9-41B7-94,2,714,1,28.84,0,57.68
43671,117,DFD9-41B7-94,1,756,1,874.79,0,874.79
43671,118,DFD9-41B7-94,2,768,1,419.46,0,838.92
43671,119,DFD9-41B7-94,2,732,1,356.9,0,713.8
43671,120,DFD9-41B7-94,2,763,1,419.46,0,838.92
43671,121,DFD9-41B7-94,2,755,1,874.79,0,1749.58
43671,122,DFD9-41B7-94,2,764,1,419.46,0,838.92
43671,123,DFD9-41B7-94,1,716,1,28.84,0,28.84
43671,124,DFD9-41B7-94,1,711,1,20.19,0,20.19
43671,125,DFD9-41B7-94,1,708,1,20.19,0,20.19
43672,126,F4B5-48D0-BA,6,709,1,5.7,0,34.2
43672,127,F4B5-48D0-BA,2,776,1,2024.99,0,4049.98
43672,128,F4B5-48D0-BA,1,774,1,2039.99,0,2039.99
43673,129,260F-4DCF-A1,1,754,1,874.79,0,874.79
43673,130,260F-4DCF-A1,3,715,1,28.84,0,86.52
43673,131,260F-4DCF-A1,1,729,1,183.94,0,183.94
43673,132,260F-4DCF-A1,2,761,1,419.46,0,838.92
43673,133,260F-4DCF-A1,1,762,1,419.46,0,419.46
43673,134,260F-4DCF-A1,2,738,1,178.58,0,357.16
43673,135,260F-4DCF-A1,2,770,1,419.46,0,838.92
43673,136,260F-4DCF-A1,1,712,1,5.19,0,5.19
43673,137,260F-4DCF-A1,2,708,1,20.19,0,40.38
43673,138,260F-4DCF-A1,1,711,1,20.19,0,20.19
43673,139,260F-4DCF-A1,4,707,1,20.19,0,80.76
43674,140,4C12-4FF9-80,3,758,1,874.79,0,2624.37
43675,141,5069-4470-BE,4,761,1,419.46,0,1677.84
43675,142,5069-4470-BE,5,711,1,20.19,0,100.95
43675,143,5069-4470-BE,2,738,1,178.58,0,357.16
43675,144,5069-4470-BE,1,708,1,20.19,0,20.19
43675,145,5069-4470-BE,2,762,1,419.46,0,838.92
43675,146,5069-4470-BE,2,758,1,874.79,0,1749.58
43675,147,5069-4470-BE,2,712,1,5.19,0,10.38
43675,148,5069-4470-BE,1,754,1,874.79,0,874.79
43675,149,5069-4470-BE,3,715,1,28.84,0,86.52
43676,150,11BA-4D19-B7,2,776,1,2024.99,0,4049.98
43676,151,11BA-4D19-B7,2,778,1,2024.99,0,4049.98
43676,152,11BA-4D19-B7,1,710,1,5.7,0,5.7
43676,153,11BA-4D19-B7,3,775,1,2024.99,0,6074.97
43676,154,11BA-4D19-B7,4,709,1,5.7,0,22.8
43677,155,8E3A-4564-99,3,715,1,28.84,0,86.52
43677,156,8E3A-4564-99,1,753,1,2146.96,0,2146.96
43677,157,8E3A-4564-99,1,758,1,874.79,0,874.79
43677,158,8E3A-4564-99,1,770,1,419.46,0,419.46
43677,159,8E3A-4564-99,2,708,1,20.19,0,40.38
43677,160,8E3A-4564-99,4,760,1,419.46,0,1677.84
43677,161,8E3A-4564-99,2,765,1,419.46,0,838.92
43677,162,8E3A-4564-99,1,763,1,419.46,0,419.46
43677,163,8E3A-4564-99,5,712,1,5.19,0,25.95
43677,164,8E3A-4564-99,1,707,1,20.19,0,20.19
43677,165,8E3A-4564-99,1,754,1,874.79,0,874.79
43677,166,8E3A-4564-99,2,729,1,183.94,0,367.88
43678,167,FBD8-4CE4-8B,1,760,1,419.46,0,419.46
43678,168,FBD8-4CE4-8B,2,738,1,178.58,0,357.16
43678,169,FBD8-4CE4-8B,1,765,1,419.46,0,419.46
43678,170,FBD8-4CE4-8B,2,732,1,356.9,0,713.8
43678,171,FBD8-4CE4-8B,3,762,1,419.46,0,1258.38
43678,172,FBD8-4CE4-8B,2,761,1,419.46,0,838.92
43678,173,FBD8-4CE4-8B,3,712,1,5.19,0,15.57
43678,174,FBD8-4CE4-8B,4,708,1,20.19,0,80.76
43678,175,FBD8-4CE4-8B,2,729,1,183.94,0,367.88
43678,176,FBD8-4CE4-8B,1,756,1,874.79,0,874.79
43678,177,FBD8-4CE4-8B,2,725,1,183.94,0,367.88
43678,178,FBD8-4CE4-8B,1,716,1,28.84,0,28.84
43678,179,FBD8-4CE4-8B,1,770,1,419.46,0,419.46
43678,180,FBD8-4CE4-8B,2,758,1,874.79,0,1749.58
43678,181,FBD8-4CE4-8B,2,715,1,28.84,0,57.68
43678,182,FBD8-4CE4-8B,1,754,1,874.79,0,874.79
43678,183,FBD8-4CE4-8B,1,755,1,874.79,0,874.79
43678,184,FBD8-4CE4-8B,3,711,1,20.19,0,60.57
43678,185,FBD8-4CE4-8B,1,707,1,20.19,0,20.19
43679,186,918F-49F3-AD,1,760,1,419.46,0,419.46
43679,187,918F-49F3-AD,2,770,1,419.46,0,838.92
43679,188,918F-49F3-AD,2,715,1,28.84,0,57.68
43680,189,FF1F-4DD0-98,3,760,1,419.46,0,1258.38
43680,190,FF1F-4DD0-98,2,756,1,874.79,0,1749.58
43680,191,FF1F-4DD0-98,2,738,1,178.58,0,357.16
43680,192,FF1F-4DD0-98,4,707,1,20.19,0,80.76
43680,193,FF1F-4DD0-98,1,729,1,183.94,0,183.94
43680,194,FF1F-4DD0-98,1,711,1,20.19,0,20.19
43680,195,FF1F-4DD0-98,2,715,1,28.84,0,57.68
43680,196,FF1F-4DD0-98,2,725,1,183.94,0,367.88
43680,197,FF1F-4DD0-98,1,758,1,874.79,0,874.79
43680,198,FF1F-4DD0-98,1,761,1,419.46,0,419.46
43680,199,FF1F-4DD0-98,2,753,1,2146.96,0,4293.92
43680,200,FF1F-4DD0-98,2,708,1,20.19,0,40.38
43680,201,FF1F-4DD0-98,3,765,1,419.46,0,1258.38
43680,202,FF1F-4DD0-98,3,712,1,5.19,0,15.57
43680,203,FF1F-4DD0-98,1,763,1,419.46,0,419.46
43681,204,6D51-449D-B3,6,715,1,28.84,0,173.04
43681,205,6D51-449D-B3,5,762,1,419.46,0,2097.3
43681,206,6D51-449D-B3,1,732,1,356.9,0,356.9
43681,207,6D51-449D-B3,1,707,1,20.19,0,20.19
43681,208,6D51-449D-B3,1,729,1,183.94,0,183.94
43681,209,6D51-449D-B3,2,708,1,20.19,0,40.38
43681,210,6D51-449D-B3,3,770,1,419.46,0,1258.38
43681,211,6D51-449D-B3,2,730,1,183.94,0,367.88
43681,212,6D51-449D-B3,3,758,1,874.79,0,2624.37
43681,213,6D51-449D-B3,1,768,1,419.46,0,419.46
43681,214,6D51-449D-B3,2,761,1,419.46,0,838.92
43681,215,6D51-449D-B3,2,738,1,178.58,0,357.16
43681,216,6D51-449D-B3,1,753,1,2146.96,0,2146.96
43681,217,6D51-449D-B3,2,714,1,28.84,0,57.68
43681,218,6D51-449D-B3,2,764,1,419.46,0,838.92
43681,219,6D51-449D-B3,2,760,1,419.46,0,838.92
43681,220,6D51-449D-B3,1,756,1,874.79,0,874.79
43681,221,6D51-449D-B3,2,716,1,28.84,0,57.68
43681,222,6D51-449D-B3,2,711,1,20.19,0,40.38
43681,223,6D51-449D-B3,1,725,1,183.94,0,183.94
43681,224,6D51-449D-B3,2,712,1,5.19,0,10.38
43682,225,ECD4-43A8-A8,2,758,1,874.79,0,1749.58
43682,226,ECD4-43A8-A8,1,762,1,419.46,0,419.46
43682,227,ECD4-43A8-A8,2,760,1,419.46,0,838.92
43682,228,ECD4-43A8-A8,2,770,1,419.46,0,838.92
43682,229,ECD4-43A8-A8,1,715,1,28.84,0,28.84
43683,230,2299-44F7-95,2,776,1,2024.99,0,4049.98
43683,231,2299-44F7-95,2,715,1,28.84,0,57.68
43683,232,2299-44F7-95,2,773,1,2039.99,0,4079.98
43683,233,2299-44F7-95,1,774,1,2039.99,0,2039.99
43683,234,2299-44F7-95,1,708,1,20.19,0,20.19
43683,235,2299-44F7-95,2,711,1,20.19,0,40.38
43683,236,2299-44F7-95,3,712,1,5.19,0,15.57
43683,237,2299-44F7-95,4,775,1,2024.99,0,8099.96
43683,238,2299-44F7-95,6,777,1,2024.99,0,12149.94
43683,239,2299-44F7-95,1,772,1,2039.99,0,2039.99
43683,240,2299-44F7-95,3,707,1,20.19,0,60.57
43683,241,2299-44F7-95,5,778,1,2024.99,0,10124.95
43683,242,2299-44F7-95,6,709,1,5.7,0,34.2
43684,243,8C01-4CC0-A9,2,754,1,874.79,0,1749.58
43684,244,8C01-4CC0-A9,2,762,1,419.46,0,838.92
43684,245,8C01-4CC0-A9,1,760,1,419.46,0,419.46
43684,246,8C01-4CC0-A9,2,758,1,874.79,0,1749.58
43684,247,8C01-4CC0-A9,1,770,1,419.46,0,419.46
43684,248,8C01-4CC0-A9,1,763,1,419.46,0,419.46
43685,249,C519-4AB3-88,3,765,1,419.46,0,1258.38
43685,250,C519-4AB3-88,1,763,1,419.46,0,419.46
43685,251,C519-4AB3-88,1,754,1,874.79,0,874.79
43685,252,C519-4AB3-88,1,725,1,183.94,0,183.94
43686,253,FBD0-4F71-80,3,758,1,874.79,0,2624.37
43686,254,FBD0-4F71-80,1,762,1,419.46,0,419.46
43686,255,FBD0-4F71-80,1,770,1,419.46,0,419.46
43687,256,61FA-475A-AC,1,768,1,419.46,0,419.46
43687,257,61FA-475A-AC,2,765,1,419.46,0,838.92
43688,258,16F4-456B-9A,1,725,1,183.94,0,183.94
43688,259,16F4-456B-9A,2,760,1,419.46,0,838.92
43688,260,16F4-456B-9A,3,762,1,419.46,0,1258.38
43688,261,16F4-456B-9A,1,738,1,178.58,0,178.58
43688,262,16F4-456B-9A,1,763,1,419.46,0,419.46
43688,263,16F4-456B-9A,2,729,1,183.94,0,367.88
43688,264,16F4-456B-9A,2,754,1,874.79,0,1749.58
43688,265,16F4-456B-9A,2,758,1,874.79,0,1749.58
43688,266,16F4-456B-9A,3,765,1,419.46,0,1258.38
43688,267,16F4-456B-9A,1,770,1,419.46,0,419.46
43688,268,16F4-456B-9A,2,753,1,2146.96,0,4293.92
43689,269,DCD9-4C9A-AB,3,764,1,419.46,0,1258.38
43689,270,DCD9-4C9A-AB,2,738,1,178.58,0,357.16
43689,271,DCD9-4C9A-AB,2,725,1,183.94,0,367.88
43689,272,DCD9-4C9A-AB,1,753,1,2146.96,0,2146.96
43689,273,DCD9-4C9A-AB,2,755,1,874.79,0,1749.58
43689,274,DCD9-4C9A-AB,4,766,1,419.46,0,1677.84
43689,275,DCD9-4C9A-AB,2,770,1,419.46,0,838.92
43689,276,DCD9-4C9A-AB,7,760,1,419.46,0,2936.22
43689,277,DCD9-4C9A-AB,3,726,1,183.94,0,551.82
43689,278,DCD9-4C9A-AB,1,722,1,178.58,0,178.58
43689,279,DCD9-4C9A-AB,6,763,1,419.46,0,2516.76
43689,280,DCD9-4C9A-AB,2,729,1,183.94,0,367.88
43689,281,DCD9-4C9A-AB,2,730,1,183.94,0,367.88
43689,282,DCD9-4C9A-AB,2,732,1,356.9,0,713.8
43689,283,DCD9-4C9A-AB,5,765,1,419.46,0,2097.3
43689,284,DCD9-4C9A-AB,2,768,1,419.46,0,838.92
43689,285,DCD9-4C9A-AB,2,761,1,419.46,0,838.92
43689,286,DCD9-4C9A-AB,3,758,1,874.79,0,2624.37
43689,287,DCD9-4C9A-AB,2,749,1,2146.96,0,4293.92
43689,288,DCD9-4C9A-AB,9,762,1,419.46,0,3775.14
43689,289,DCD9-4C9A-AB,4,754,1,874.79,0,3499.16
43690,290,7A3C-492F-A6,1,715,1,28.84,0,28.84
43690,291,7A3C-492F-A6,1,770,1,419.46,0,419.46
43690,292,7A3C-492F-A6,2,712,1,5.19,0,10.38
43690,293,7A3C-492F-A6,2,760,1,419.46,0,838.92
43691,294,272B-4319-9E,1,758,1,874.79,0,874.79
43692,295,BFA9-470E-B4,5,770,1,419.46,0,2097.3
43692,296,BFA9-470E-B4,1,725,1,183.94,0,183.94
43692,297,BFA9-470E-B4,8,754,1,874.79,0,6998.32
43692,298,BFA9-470E-B4,2,730,1,183.94,0,367.88
43692,299,BFA9-470E-B4,10,715,1,28.84,0,288.4
43692,300,BFA9-470E-B4,1,768,1,419.46,0,419.46
43692,301,BFA9-470E-B4,4,756,1,874.79,0,3499.16
43692,302,BFA9-470E-B4,2,738,1,178.58,0,357.16
43692,303,BFA9-470E-B4,8,758,1,874.79,0,6998.32
43692,304,BFA9-470E-B4,3,708,1,20.19,0,60.57
43692,305,BFA9-470E-B4,6,762,1,419.46,0,2516.76
43692,306,BFA9-470E-B4,3,732,1,356.9,0,1070.7
43692,307,BFA9-470E-B4,6,712,1,5.19,0,31.14
43692,308,BFA9-470E-B4,4,714,1,28.84,0,115.36
43692,309,BFA9-470E-B4,7,760,1,419.46,0,2936.22
43692,310,BFA9-470E-B4,2,755,1,874.79,0,1749.58
43692,311,BFA9-470E-B4,4,716,1,28.84,0,115.36
43692,312,BFA9-470E-B4,2,765,1,419.46,0,838.92
43692,313,BFA9-470E-B4,1,764,1,419.46,0,419.46
43692,314,BFA9-470E-B4,2,753,1,2146.96,0,4293.92
43692,315,BFA9-470E-B4,1,766,1,419.46,0,419.46
43692,316,BFA9-470E-B4,1,722,1,178.58,0,178.58
43692,317,BFA9-470E-B4,3,761,1,419.46,0,1258.38
43692,318,BFA9-470E-B4,3,711,1,20.19,0,60.57
43692,319,BFA9-470E-B4,1,763,1,419.46,0,419.46
43692,320,BFA9-470E-B4,2,729,1,183.94,0,367.88
43692,321,BFA9-470E-B4,4,707,1,20.19,0,80.76
43692,322,BFA9-470E-B4,2,726,1,183.94,0,367.88
43693,323,EC62-4BB3-9B,3,716,1,28.84,0,86.52
43693,324,EC62-4BB3-9B,1,773,1,2039.99,0,2039.99
43693,325,EC62-4BB3-9B,6,709,1,5.7,0,34.2
43693,326,EC62-4BB3-9B,2,707,1,20.19,0,40.38
43693,327,EC62-4BB3-9B,3,771,1,2039.99,0,6119.97
43693,328,EC62-4BB3-9B,2,708,1,20.19,0,40.38
43693,329,EC62-4BB3-9B,1,774,1,2039.99,0,2039.99
43693,330,EC62-4BB3-9B,3,777,1,2024.99,0,6074.97
43693,331,EC62-4BB3-9B,1,772,1,2039.99,0,2039.99
43693,332,EC62-4BB3-9B,1,778,1,2024.99,0,2024.99
43694,333,EC3D-48E0-A6,3,776,1,2024.99,0,6074.97
43694,334,EC3D-48E0-A6,3,771,1,2039.99,0,6119.97
43694,335,EC3D-48E0-A6,2,715,1,28.84,0,57.68
43694,336,EC3D-48E0-A6,1,772,1,2039.99,0,2039.99
43694,337,EC3D-48E0-A6,3,716,1,28.84,0,86.52
43694,338,EC3D-48E0-A6,1,707,1,20.19,0,20.19
43694,339,EC3D-48E0-A6,1,708,1,20.19,0,20.19
43694,340,EC3D-48E0-A6,1,774,1,2039.99,0,2039.99
43694,341,EC3D-48E0-A6,2,773,1,2039.99,0,4079.98
43694,342,EC3D-48E0-A6,1,712,1,5.19,0,5.19
43694,343,EC3D-48E0-A6,5,711,1,20.19,0,100.95
43695,344,A89C-4D25-B9,2,774,1,2039.99,0,4079.98
43695,345,A89C-4D25-B9,2,748,1,722.59,0,1445.18
43695,346,A89C-4D25-B9,1,747,1,714.7,0,714.7
43695,347,A89C-4D25-B9,1,742,1,722.59,0,722.59
43695,348,A89C-4D25-B9,5,777,1,2024.99,0,10124.95
43695,349,A89C-4D25-B9,6,778,1,2024.99,0,12149.94
43695,350,A89C-4D25-B9,2,709,1,5.7,0,11.4
43695,351,A89C-4D25-B9,5,775,1,2024.99,0,10124.95
43696,352,50C1-41FA-BE,1,762,1,419.46,0,419.46
43843,499,AEB6-4356-80,2,774,1,2039.99,0,4079.98
43843,500,AEB6-4356-80,2,778,1,2024.99,0,4049.98
43843,501,AEB6-4356-80,2,742,1,722.59,0,1445.18
43843,502,AEB6-4356-80,5,777,1,2024.99,0,10124.95
43843,503,AEB6-4356-80,2,748,1,722.59,0,1445.18
43843,504,AEB6-4356-80,1,741,1,818.7,0,818.7
43843,505,AEB6-4356-80,1,745,1,809.76,0,809.76
43843,506,AEB6-4356-80,2,771,1,2039.99,0,4079.98
43843,507,AEB6-4356-80,2,709,1,5.7,0,11.4
43843,508,AEB6-4356-80,3,776,1,2024.99,0,6074.97
43844,509,15C3-40C5-AC,4,775,1,2024.99,0,8099.96
43844,510,15C3-40C5-AC,2,776,1,2024.99,0,4049.98
43844,511,15C3-40C5-AC,3,777,1,2024.99,0,6074.97
43844,512,15C3-40C5-AC,1,778,1,2024.99,0,2024.99
43845,513,2E65-4D8B-9A,1,725,1,183.94,0,183.94
43845,514,2E65-4D8B-9A,3,715,1,28.84,0,86.52
43845,515,2E65-4D8B-9A,1,770,1,419.46,0,419.46
43845,516,2E65-4D8B-9A,2,763,1,419.46,0,838.92
43845,517,2E65-4D8B-9A,2,761,1,419.46,0,838.92
43845,518,2E65-4D8B-9A,1,754,1,874.79,0,874.79
43845,519,2E65-4D8B-9A,2,765,1,419.46,0,838.92
43845,520,2E65-4D8B-9A,2,753,1,2146.96,0,4293.92
43845,521,2E65-4D8B-9A,1,729,1,183.94,0,183.94
43845,522,2E65-4D8B-9A,4,712,1,5.19,0,20.76
43846,523,A787-4CD2-A0,3,729,1,183.94,0,551.82
43846,524,A787-4CD2-A0,1,712,1,5.19,0,5.19
43846,525,A787-4CD2-A0,1,738,1,178.58,0,178.58
43846,526,A787-4CD2-A0,1,725,1,183.94,0,183.94
43847,527,4E09-4638-82,1,715,1,28.84,0,28.84
43847,528,4E09-4638-82,1,712,1,5.19,0,5.19
43847,529,4E09-4638-82,1,758,1,874.79,0,874.79
43848,530,FB94-4C38-B1,1,773,1,2039.99,0,2039.99
43848,531,FB94-4C38-B1,1,778,1,2024.99,0,2024.99
43848,532,FB94-4C38-B1,1,775,1,2024.99,0,2024.99
43848,533,FB94-4C38-B1,4,776,1,2024.99,0,8099.96
43848,534,FB94-4C38-B1,2,771,1,2039.99,0,4079.98
43849,535,D0B8-4476-BA,2,776,1,2024.99,0,4049.98
43849,536,D0B8-4476-BA,1,714,1,28.84,0,28.84
43849,537,D0B8-4476-BA,2,777,1,2024.99,0,4049.98
43849,538,D0B8-4476-BA,2,771,1,2039.99,0,4079.98
43849,539,D0B8-4476-BA,1,711,1,20.19,0,20.19
43849,540,D0B8-4476-BA,1,773,1,2039.99,0,2039.99
43849,541,D0B8-4476-BA,4,715,1,28.84,0,115.36
43849,542,D0B8-4476-BA,1,772,1,2039.99,0,2039.99
43849,543,D0B8-4476-BA,1,707,1,20.19,0,20.19
43849,544,D0B8-4476-BA,2,774,1,2039.99,0,4079.98
43849,545,D0B8-4476-BA,1,708,1,20.19,0,20.19
43850,546,EBA6-4C6F-86,1,765,1,419.46,0,419.46
43850,547,EBA6-4C6F-86,1,755,1,874.79,0,874.79
43850,548,EBA6-4C6F-86,1,761,1,419.46,0,419.46
43850,549,EBA6-4C6F-86,2,762,1,419.46,0,838.92
43850,550,EBA6-4C6F-86,1,753,1,2146.96,0,2146.96
43850,551,EBA6-4C6F-86,3,725,1,183.94,0,551.82
43850,552,EBA6-4C6F-86,1,729,1,183.94,0,183.94
43850,553,EBA6-4C6F-86,3,758,1,874.79,0,2624.37
43850,554,EBA6-4C6F-86,1,756,1,874.79,0,874.79
43850,555,EBA6-4C6F-86,3,732,1,356.9,0,1070.7
43850,556,EBA6-4C6F-86,1,738,1,178.58,0,178.58
43851,557,56EA-48EB-96,2,761,1,419.46,0,838.92
43851,558,56EA-48EB-96,1,760,1,419.46,0,419.46
43851,559,56EA-48EB-96,1,711,1,20.19,0,20.19
43851,560,56EA-48EB-96,3,770,1,419.46,0,1258.38
43851,561,56EA-48EB-96,1,707,1,20.19,0,20.19
43851,562,56EA-48EB-96,1,725,1,183.94,0,183.94
43851,563,56EA-48EB-96,1,754,1,874.79,0,874.79
43851,564,56EA-48EB-96,3,738,1,178.58,0,535.74
43851,565,56EA-48EB-96,1,753,1,2146.96,0,2146.96
43851,566,56EA-48EB-96,1,765,1,419.46,0,419.46
43851,567,56EA-48EB-96,1,712,1,5.19,0,5.19
43851,568,56EA-48EB-96,3,708,1,20.19,0,60.57
43852,569,C745-45C2-A1,1,776,1,2024.99,0,2024.99
43853,570,434D-4DAA-96,2,777,1,2024.99,0,4049.98
43853,571,434D-4DAA-96,1,773,1,2039.99,0,2039.99
43853,572,434D-4DAA-96,1,771,1,2039.99,0,2039.99
